ds,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2020-01-17,5.459096552305505,3.988107217689234,4.095732360769332,41.896995981818996,12.899989902386393,1.1836553895134128,9.973016828626172,2.4628997970239013
2020-01-18,6.430867667426877,4.685337086701255,4.426479897643514,46.54291969134509,11.666338968239454,0.9915552413000386,9.677264955956938,2.928598490273944
2020-01-19,6.005000574015943,4.986483548807706,3.7459630148286873,46.03133052573213,8.95934955228612,0.7992179262006631,9.608300317252883,2.6266738012921573
2020-01-20,5.786387938352096,4.162296767934169,4.1300341029962855,41.567906751673625,12.459683795502228,1.0970295562728731,10.457692918529748,2.5113873386252097
2020-01-21,5.788425057421837,4.062050293214463,4.458488109595202,40.430620637106074,12.865377007446911,1.2222382062358135,10.032521191847836,2.645395766444965
2020-01-22,5.547199626726886,4.274855075870517,3.983286647812225,39.92665706667071,13.37229536951172,1.1587707262989297,10.18830593257174,2.2384724417405764
2020-01-23,5.307412393406068,4.2700492967164525,3.877535584481871,39.77064951077292,11.939307264801428,1.022207110498524,10.138808101837949,2.17883475170256
2020-01-24,5.529496969326434,4.420340674465302,4.043978866492943,40.00159140193997,13.081611012518351,1.2736236505027732,10.755659983750295,2.334763301620471
2020-01-25,6.482919937509713,5.128419185857415,4.33226799686255,44.825370068877795,11.695729782890346,1.0563786193477367,10.406113881178577,2.7932103306838125
2020-01-26,6.035728928093496,5.434647388645574,3.6142603732177863,44.50226317551213,8.833109052298894,0.8373052002518941,10.269422846166666,2.4894201737512143
2020-01-27,5.793060849511827,4.609289027574516,3.96622353882111,40.23106515035666,12.176800305972408,1.1073608994856203,11.038715211887824,2.3775331261598858
2020-01-28,5.768654393281085,4.501257059470994,4.2682309896198465,39.28294484170574,12.427291710429873,1.2043934915833157,10.522849306217188,2.5199444494022902
2020-01-29,5.499031070213352,4.699438280482049,3.7723825992596955,38.9585398365467,12.78291781041835,1.1129431798131524,10.579302256126528,2.1260352888686684
2020-01-30,5.229404447921263,4.67309058689875,3.6517819915496776,38.9663606545109,11.204981507382843,0.9492018866666905,10.42391990336371,2.083512838438992
2020-01-31,5.420786201567697,4.794989355480217,3.8090336042915025,39.33985846909494,12.211032184230042,1.1748412978962965,10.930498569199049,2.260045545011331
2020-02-01,6.343270512442556,5.468040772735546,4.093518752750732,44.28009941567072,10.699811870627371,0.9337838002906761,10.468484103613141,2.741890286472004
2020-02-02,5.865564943474033,5.732969287336816,3.3767037176635957,44.04338176212869,7.724805930886113,0.6933814155401337,10.219303936638859,2.4635338221920886
2020-02-03,5.5934804693722775,4.860539933692291,3.7343566404381354,39.8254602770142,10.970883081045688,0.9450523373163262,10.878195058986819,2.3783192932519697
2020-02-04,5.541425296382332,4.700296812988583,4.045958528579393,38.895476484359044,11.140086506505009,1.0270354589805486,10.256015381745724,2.547828884692752
2020-02-05,5.246567256551771,4.841875143407094,3.5629410289610384,38.55309837351501,11.432009105834123,0.9241828756080924,10.212093337232623,2.180638766995706
2020-02-06,4.954724968810957,4.755383211478647,3.457682840698946,38.50694163049736,9.808886986886243,0.7529115294934724,9.96394355571844,2.1636829865231313
2020-02-07,5.127456882471628,4.814531075435991,3.632027012296922,38.79162565767293,10.78885582192699,0.9750258235520959,10.38682001330643,2.3639114400946757
2020-02-08,6.035330208567313,5.423224269670727,3.9345779035969697,43.610407824125424,9.270882551537168,0.7344854848865958,9.851392574178888,2.8669382342154712
2020-02-09,5.547438293581397,5.62323014826149,3.2360302949681694,43.22273336509264,6.308309350700618,0.498583860181149,9.540062955205086,2.606702137311464
2020-02-10,5.269879481791534,4.68637811190683,3.611406883131047,38.82836713646642,9.585494917146669,0.7585862644423765,10.148783169710104,2.536109369782226
2020-02-11,5.217242403237115,4.463275520968693,3.9394889369005286,37.70120846319729,9.80361491990459,0.8524887196291335,9.488863851711066,2.716429384871163
2020-02-12,4.9267626998526755,4.544597230167291,3.471072267701368,37.14629580858776,10.161054509156358,0.764816952142968,9.419827103350332,2.356059383880251
2020-02-13,4.644211529763958,4.401445595405937,3.377979924016902,36.87807701374915,8.618526696985782,0.611586642867963,9.159131321684994,2.3418939579999782
2020-02-14,4.830985029640763,4.40845830430862,3.561593443787774,36.9373024802209,9.692360713553292,0.8541365228476767,9.581738878570821,2.540984818358333
2020-02-15,5.7573767203312585,4.970382750647283,3.870161097158351,41.53348915646155,8.279472149232335,0.6359083159632571,9.057811931953283,3.039186850269633
2020-02-16,5.292101306983932,5.1297250210344245,3.174135325290074,40.93229735700185,5.430950955396712,0.4236383875060701,8.769051650887452,2.7708122465885547
2020-02-17,5.040782736781674,4.158935118134923,3.548415416247589,36.33949129715365,8.828751379504453,0.7080103643409847,9.41054308950746,2.6892631217244256
2020-02-18,5.017451194220641,3.9091105439993656,3.871780076167038,35.03458919827208,9.171544568112076,0.8264286840761854,8.79259224021945,2.8564135223468323
2020-02-19,4.758713723048459,3.9712764341007856,3.3951420215091592,34.327714121010494,9.65516553961076,0.7628325500423707,8.773609015098373,2.481356940900267
2020-02-20,4.509658434388184,3.8167392764371866,3.290556058939649,33.937725399510136,8.237787071872154,0.6326708913058452,8.569862722278284,2.4517561767439613
2020-02-21,4.730961054338361,3.820191676684723,3.4597426289380797,33.908991755284816,9.433263309782761,0.8967495346847919,9.055080051711938,2.6354810371607393
2020-02-22,5.6921753355591145,4.386286922894263,3.7513854683321135,38.45375713877781,8.136153601635856,0.6980242228602429,8.598170043669056,3.1192307087786997
2020-02-23,5.261275301832526,4.557291375847274,3.0364558946702327,37.83944391051264,5.39536136415333,0.5028039988693136,8.37959059320287,2.838163196910979
2020-02-24,5.043161698480219,3.6052761933616897,3.390440117324384,33.27256615395401,8.890870842291413,0.8014139219484939,9.093218091917857,2.7465029077871486
2020-02-25,5.051176843451132,3.3808303268321644,3.6927546539302725,32.03236016099587,9.319641379155579,0.9309768171342171,8.548206213412026,2.9068979758209745
2020-02-26,4.821292101283447,3.474352731003095,3.1949824440539456,31.42764367800679,9.87608990195788,0.8752333330332096,8.601887189342358,2.529144122348482
2020-02-27,4.598027503129119,3.3564205148525468,3.0698616256249136,31.17498345187251,8.517293319968182,0.7495207623450652,8.46954186999722,2.501512546682343
2020-02-28,4.841571871850916,3.4009101391510814,3.219789469282044,31.315531067928525,9.756352959991121,1.0146217489264364,9.024008443086856,2.6923679557799134
2020-02-29,5.821084634532008,4.011590019278813,3.494100650938017,36.05747631973345,8.487431056118764,0.8135564956744444,8.6334142745687,3.1887741183073666
2020-03-01,5.404247010070565,4.229792134851863,2.764372883086196,35.66346024504212,5.759393802792433,0.6127830373076726,8.477545541315694,2.9261098219191246
2020-03-02,5.195774731010563,3.3266237109239123,3.106636806048882,31.334617543162658,9.252543755185986,0.9028546487572806,9.249716490246453,2.858666702804772
2020-03-03,5.208936353460366,3.1517004572031646,3.4007756800883846,30.344351825033534,9.664501322802732,1.0211942561004554,8.758624668088132,3.0490008456727153
2020-03-04,4.979741311752392,3.294458856810294,2.8987478862671927,29.99535128101896,10.190666402282162,0.9519053428351059,8.861245895412443,2.7066551300691843
2020-03-05,4.752857252189533,3.2245437959393803,2.7735645608514896,29.997920003043816,8.789392386889627,0.8107400719461227,8.77259577618246,2.7194899015804785
2020-03-06,4.988725091160694,3.3149482260439713,2.927785151399284,30.386980467257715,9.975315408669163,1.0589360534194352,9.365328165180728,2.9553080373981637
2020-03-07,5.956853138416985,3.968622835057282,3.2107902942449917,35.36469187465612,8.644349730230678,0.8399957085000613,9.007455635708927,3.500471641420861
2020-03-08,5.525358198711771,4.226162986967609,2.4940851742771346,35.18802200889563,5.847284843396428,0.6208731536083474,8.87870720471863,3.289532986970189
2020-03-09,5.29946609663531,3.358033699133228,2.853510325971539,31.05293804205723,9.26646822739814,0.8926180451129085,9.6723857247942,3.275850811774699
2020-03-10,5.293016016131702,3.2133139008122154,3.1686453906925993,30.228315762839916,9.60163477276003,0.9931366238368657,9.197211829321633,3.5209634048165572
2020-03-11,5.042633191342603,3.3810172783082755,2.6910387294057916,30.013071252160852,10.050315234965364,0.9069898150758908,9.31020869510286,3.233334920103622
2020-03-12,4.793629894765175,3.3304858712763146,2.5931950272440685,30.114587193871532,8.572957299130572,0.7503494488256605,9.226454836558002,3.2997118868802944
2020-03-13,5.007103600239585,3.434533045979364,2.777083415206386,30.565786873230994,9.686203444332818,0.9848243457618535,9.818675694883009,3.5867753246244245
2020-03-14,5.95321410252801,4.0960538166372675,3.091425178529936,35.56779876481285,8.287837813194834,0.7542304994847445,9.45495931313971,4.179785002085068
2020-03-15,5.500707944873645,4.355709827871399,2.4070138239825116,35.37754827901844,5.430338854204483,0.525770512873034,9.31511150313027,4.0122377461578305
2020-03-16,5.255403023182806,3.4841498772967734,2.7989440281861464,31.19194173883622,8.797522790345083,0.7906719143187357,10.09251295863411,4.036510195346432
2020-03-17,5.231678157003579,3.330747383274182,3.1460345085927948,30.28174244002997,9.090339882447324,0.8869447221328934,9.595965142682447,4.313256748765847
2020-03-18,4.966632527381162,3.484912311281868,2.699077218637657,29.94864392063565,9.507256651046784,0.7991781840897004,9.682579054568597,4.050178496457891
2020-03-19,4.705975246893073,3.41647397190027,2.629844494802676,29.903614416732786,8.009358253168141,0.6434977681743332,9.567533838986916,4.1333995079208385
2020-03-20,4.911114206901339,3.498811598043534,2.8396161742285497,30.183867980156474,9.113615618549009,0.8813941018990882,10.123675666340265,4.429135366852545
2020-03-21,5.852426193483491,4.13545098040313,3.176485261050958,34.99540814613669,7.717829756329541,0.6564979847679927,9.719241771283171,5.022350057181592
2020-03-22,5.398776770651699,4.3677348000046115,2.510694450149961,34.60048418213564,4.874189990009279,0.43576647153206294,9.534224597557625,4.846422769499753
2020-03-23,5.1560028817693295,3.4670278731265687,2.916879606743505,30.20162882944943,8.265930949803346,0.7101294424750652,10.262238009326886,4.85379479264871
2020-03-24,5.138402975258632,3.283439051913163,3.273504870189779,29.075381496877345,8.593149858980256,0.8172567764946549,9.712371884728983,5.105367123856082
2020-03-25,4.882899505411734,3.4071176272651202,2.83112147033712,28.52920629068509,9.053216649739209,0.7413657658430485,9.742088686872908,4.80926458152539
2020-03-26,4.634933961263828,3.3086209674910556,2.7613816386227783,28.279683146584155,7.605910298669472,0.5981895333717331,9.56698848539397,4.852202911567648
2020-03-27,4.8555633973910775,3.3620306016876755,2.9655694608884247,28.369331739431644,8.766725023286174,0.8488178164102193,10.060412408040248,5.101144002109292
2020-03-28,5.8147402334872975,3.97153530306288,3.291907156187955,33.00901805282942,7.431857657646134,0.6364839001128747,9.591169017110996,5.641935645172593
2020-03-29,5.380843550102798,4.179089057243738,2.610889076303276,32.46528731772864,4.6518117712223015,0.42776235746059943,9.339898239395573,5.408957845996268
2020-03-30,5.159174521421642,3.2566053426252,2.997519590237826,27.944295492322713,8.108102098853958,0.7132266825187786,10.000934576600677,5.355746362815294
2020-03-31,5.163460451000051,3.054669640467739,3.330739665651044,26.72544599754855,8.499119523248522,0.8302266231865644,9.384155775287978,5.544364701510386
2020-04-01,4.930031900290203,3.1638281560998323,2.861674452876085,26.11824326848355,9.020587851796673,0.7627045714099876,9.347870518527111,5.184140997643148
2020-04-02,4.703732690550021,3.0549495786901026,2.7626335386920506,25.840442926948665,7.630744520476158,0.6261715272189915,9.10857168702683,5.163006965465337
2020-04-03,4.94503137812267,3.1023371416303576,2.935626061999494,25.934859116524677,8.843687679519348,0.8815537992028981,9.540525351406824,5.349124739792573
2020-04-04,5.92331560378565,3.7103095516557167,3.2296495717482845,30.611779053638337,7.554399894257348,0.671984071117621,9.013480277049394,5.82949876404291
2020-04-05,5.506437194356114,3.9208586461856454,2.5160053585932256,30.13632798271832,4.812383072496528,0.4640013909243688,8.709012954003294,5.539595424887608
2020-04-06,5.2992203333131025,3.005845144232846,2.870516890600299,25.712455513267713,8.298387390491428,0.7482091227226304,9.322370349826901,5.433941782937346
2020-04-07,5.314976975182328,2.815714314110183,3.1729366483817207,24.616648226644493,8.710293841028655,0.8620506771479581,8.664297108767778,5.57547524016016
2020-04-08,5.089693741231368,2.9407894152551224,2.6751741537066924,24.154877708095338,9.243581222860431,0.789622442478458,8.593901361826308,5.174261126410844
2020-04-09,4.8679498695823264,2.8516395927207916,2.550277339920255,24.04086090335507,7.8565094860901405,0.6466445494874474,8.328386336980962,5.118815854346984
2020-04-10,5.1100346604886955,2.9221993165202482,2.700929918029952,24.312990017130016,9.063461881379787,0.894300798190947,8.742618592872224,5.277721845919659
2020-04-11,6.085245709529515,3.556357748080313,2.97672404976783,29.17687836590111,7.759956349162202,0.6760215853120637,8.206818317936758,5.7382316594526666
2020-04-12,5.661435751390872,3.7956256959318355,2.2494614486640865,28.892861520046118,4.996261166938465,0.4586746352250861,7.902887346220014,5.435884185069598
2020-04-13,5.4435204278437865,2.9113413218330892,2.595359878211422,24.6601207606598,8.454098224678717,0.7332128512650475,8.526237683766222,5.325104313023777
2020-04-14,5.444991202547724,2.7533962139995305,2.8944506224383444,23.750529800681807,8.832494324783443,0.8374394012754531,7.8876078027823056,5.4685578577138845
2020-04-15,5.202097756512665,2.911539480084123,2.3987999375779587,23.465730115363492,9.328212250529136,0.7558097710488454,7.845921321258752,5.075878550985726
2020-04-16,4.959759578222391,2.8557563394445546,2.2814867777030168,23.5155082063706,7.900894568754356,0.6043917342890657,7.618015614167986,5.035004479322702
2020-04-17,5.178675370018665,2.9593981170055894,2.4450995197627994,23.934828778605926,9.06636376205443,0.8446948779332295,8.078211426619502,5.213809795433509
2020-04-18,6.128611778730998,3.625781843256724,2.7390109968017913,28.926467431317437,7.721590338271577,0.6204438186119142,7.596009058311433,5.698728672855909
2020-04-19,5.677939516572877,3.8958669594198176,2.034684884593507,28.74857989243922,4.918265176711948,0.3987601878760294,7.352426771447038,5.424393835863953
2020-04-20,5.432129450811553,3.0404701425270675,2.4078902642915927,24.59887308293495,8.339460718196396,0.6708029481680956,8.041844087771503,5.344260473114093
2020-04-21,5.4052531642394985,2.9089997387866533,2.738109723685791,23.74847783558631,8.685442592340602,0.7745273619580133,7.473836975266849,5.519986677169735
2020-04-22,5.134152607241372,3.090767348705122,2.276773732684141,23.49902812899183,9.154064550632631,0.6944825140657838,7.506059162213392,5.1601865552989015
2020-04-23,4.86433884296854,3.0553729540070047,2.1962532599028783,23.561020326868842,7.705880690940963,0.5467684555476696,7.353996629905209,5.1517927081386405
2020-04-24,5.057088788694799,3.175840418965631,2.398372985549128,23.9708072078521,8.857419456080276,0.7928646780839751,7.890565756827029,5.36171323673277
2020-04-25,5.982721730497131,3.8552215204861557,2.7317040144350093,28.933171805159777,7.506131783866727,0.576404073504795,7.483839998852057,5.875479602070364
2020-04-26,5.510123928541713,4.1342759747139795,2.0668887051010336,28.708820069024906,4.703950220283251,0.36435742356219375,7.3134200036372174,5.626907067102133
2020-04-27,5.245234119789205,3.28368846169548,2.478873994852114,24.498460126322122,8.13394396164302,0.647677899378656,8.072309022118079,5.568737985026774
2020-04-28,5.202534621406081,3.152804140159186,2.8463381379946,23.576570876820718,8.49613157579316,0.7640657632338723,7.568779788408264,5.762038602796444
2020-04-29,4.919212826501219,3.3309402154279386,2.4199431558515765,23.248368041490085,8.98788421979157,0.6977729997327549,7.659286272968169,5.414965135341712
2020-04-30,4.641053231636366,3.287769984210248,2.371344547382874,23.228044648166296,7.569053084341978,0.5645687339834784,7.558246547696481,5.414135510041812
2020-05-01,4.8295290026521,3.3964562357853363,2.6017202260647805,23.555644372974342,8.755265093544045,0.8255769033745227,8.137666466361082,5.626291744643387
2020-05-02,5.75507492439308,4.0602522222151585,2.9590772352883254,28.439516419228365,7.442898599514498,0.6240600709714499,7.76488834109052,6.136949189633844
2020-05-03,5.2866100849300555,4.320177733908662,2.313588552115803,28.14369453061944,4.682675078398602,0.42661414245329377,7.618978895290402,5.8800543774313265
2020-05-04,5.030023100606977,3.4472313594229114,2.739836105617888,23.87187131390773,8.156350845817252,0.7238231746105502,8.392617842542396,5.808621859008259
2020-05-05,4.999664552175952,3.291120506559956,3.116244730858895,22.901073728575273,8.562569476389221,0.8530341766558978,7.893972869119674,5.984120913847866
2020-05-06,4.732511360678458,3.441566839062947,2.6933392224781185,22.538550603812983,9.097306593938047,0.798171348487442,7.979614163424844,5.61522819938438
2020-05-07,4.474063152219987,3.3686836493596215,2.6427559654514905,22.499951461302516,7.7190395574878945,0.6747103469572917,7.864294609888707,5.589183134526838
2020-05-08,4.685439503820994,3.446102147756513,2.865771101688413,22.826156837622833,8.942084847281444,0.9435238040536429,8.420565374723498,5.7734314488229215
2020-05-09,5.636659780969374,4.077564984984166,3.210603840855238,27.72570999611351,7.661613681083115,0.7476717728752806,8.016511233766625,6.254253656784386
2020-05-10,5.196173765625378,4.30459465106064,2.547747342088651,27.46219323248998,4.92728070776548,0.5536016874995576,7.832120234267688,5.9664007738511495
2020-05-11,4.969355715942763,3.3986979375463524,2.9522034663529415,23.238219940855345,8.419948718987689,0.8518068899301228,8.561149485893694,5.863708258691903
2020-05-12,4.970006353502184,3.2100881490683735,3.3029063456161354,22.32914767581947,8.83756909969048,0.9796035349776763,8.012973427095154,6.008459685547296
2020-05-13,4.734527326375046,3.3289828270112687,2.850967203016201,22.040021856786154,9.37564886074355,0.9209452733981983,8.045468386448459,5.61011682776109
2020-05-14,4.507828014345189,3.225973613240173,2.7686722096526495,22.083827624038197,7.992436119410005,0.791396307865601,7.874760322422869,5.556653543061083
2020-05-15,4.750433386470509,3.275145339476281,2.957995674610371,22.498407771373707,9.202266355893036,1.051974096019633,8.374806303906567,5.716179453565969
2020-05-16,5.731774442990598,3.880662761273826,3.267887535546184,27.488993944242942,7.900579696524776,0.845935471621853,7.915094962928805,6.175550692222059
2020-05-17,5.319729267977792,4.084432677216178,2.5695879479335173,27.315691256438107,5.137543996414109,0.6399709067883368,7.676981414901833,5.869990482298806
2020-05-18,5.119127169715803,3.1583027125235468,2.938845647273175,23.177584181216083,8.59476679517399,0.924856142634141,8.35551934264166,5.753690911242121
2020-05-19,5.143260250452025,2.952778538192618,3.255325399566077,22.346565480871487,8.97115620370729,1.0382212053123339,7.761277464190799,5.889167696612567
2020-05-20,4.928066811199143,3.058317365750732,2.7708373292021706,22.12439429166208,9.463362097049288,0.9643564395523838,7.753195026817127,5.485984829680471
2020-05-21,4.718046327926897,2.9456944129809246,2.6583202430451913,22.221057390244503,8.030930191526382,0.8191764049228063,7.54830395987207,5.432086597664069
2020-05-22,4.973374592913869,2.989119483056623,2.82034155113789,22.67178823307514,9.189612206753663,1.0640531710354169,8.021288903988959,5.595422992026783
2020-05-23,5.96320045106469,3.5928221204939734,3.10637301984963,27.679687871199036,7.836343372264656,0.8425930485689417,7.542170891442583,6.062565693702445
2020-05-24,5.55519206998904,3.7987131156835097,2.3880953831698424,27.503285145556404,5.022823168087559,0.6218217410141714,7.292630589789925,5.768337228872572
2020-05-25,5.354045148194292,2.8785836536902907,2.7416086691885577,23.340701689314493,8.432183566694157,0.8928273951302754,7.967834084396841,5.66642439701998
2020-05-26,5.372997345543928,2.6828238795247774,3.046833691834684,22.463521659246823,8.764806071130645,0.9935217994073797,7.378248554359356,5.8187474306558915
2020-05-27,5.148013299334789,2.8017187047147494,2.555737582076505,22.173871011549465,9.218720169612993,0.9084395701609782,7.38250247078232,5.434201364967338
2020-05-28,4.923699935457069,2.7058175187013127,2.441315512161925,22.182779626258377,7.754717003756679,0.753696347616151,7.197117789753719,5.400006653627243
2020-05-29,5.160420656863872,2.7690548986806522,2.6060911985079436,22.527180749127684,8.8896226088815,0.9908176802297162,7.696085055377108,5.583354528880093
2020-05-30,6.127589843248709,3.395340715886866,2.899395356418959,27.412492334709953,7.521243050551842,0.7635127374395001,7.248566752760195,6.070043756890726
2020-05-31,5.693215620322908,3.6262273284107938,2.1926750246551987,27.100118765754658,4.701918287215034,0.5388578979034446,7.035244268234652,5.794130826021736
2020-06-01,5.462403338657886,2.733115059509136,2.56171046809746,22.79154010450944,8.115169816297959,0.8079397109577652,7.7501707734569525,5.708564112718571
2020-06-02,5.448864097530992,2.565977622786603,2.886024923114986,21.76209093635173,8.461504015625415,0.9086174579746249,7.202616643951581,5.874572940726274
2020-06-03,5.189092744619433,2.7146651962319113,2.417119843141324,21.31793620885139,8.938804226333744,0.8253250894808463,7.249961232994179,5.500427495940528
2020-06-04,4.928275144511847,2.649281675598828,2.3274675559102587,21.17432033091204,7.507445596999897,0.674033457901158,7.107457623866926,5.472806158064762
2020-06-05,5.12739339773318,2.74331306005882,2.5190236565357034,21.3724472482904,8.683577059912746,0.9160843865191803,7.64784040914059,5.658455324957299
2020-06-06,6.056510559478278,3.400225222497044,2.840518035406463,26.121939519932205,7.364082564680237,0.6949705464578415,7.239060976642427,6.142838021811841
2020-06-07,5.584302947085457,3.6611386069444216,2.162777178320133,25.688218404060592,4.60015799402472,0.4775259949935561,7.0606648294935015,5.859793045948825
2020-06-08,5.316552621500621,2.7970409056976404,2.5609541664615607,21.276475634411597,8.07398821823633,0.7545766598009025,7.8056724797782575,5.762174983633704
2020-06-09,5.267644537174957,2.657519235551722,2.9139513662949867,20.16534236090434,8.484585420064732,0.8637107697928537,7.282449823159136,5.911245889490728
2020-06-10,4.97473296260721,2.8320693809481075,2.472668204107316,19.663765862307464,9.028220797661186,0.789088776257178,7.3476212044142475,5.515434551005599
2020-06-11,4.683637146478873,2.7904785113200026,2.4090056908457878,19.489173197842792,7.663582594023205,0.6464134527251301,7.215851294289458,5.4616999447599115
2020-06-12,4.855935101678591,2.9059582164351614,2.6243897972848336,19.68428203093316,8.90510364945573,0.8967714901856414,7.759465444318949,5.617184088807407
2020-06-13,5.762237252972433,3.581746019889552,2.9670723797973677,24.459508708172393,7.6479693564665165,0.6834203493532948,7.346192747128463,6.06785079044695
2020-06-14,5.271708237124754,3.8587828404731606,2.3074621242401334,24.0803171441785,4.941741159610475,0.47298503298349454,7.155546212265724,5.748132319486487
2020-06-15,4.990549640238999,3.007927402686673,2.7203617967111517,19.751180172559646,8.467078773030103,0.7561138975749233,7.880701616079903,5.611554686654586
2020-06-16,4.9334883626055355,2.8786890877938127,3.084396685236749,18.749259228283634,8.921620997544423,0.8702533693171528,7.330361085279806,5.720112715244918
2020-06-17,4.637935401282765,3.0605367892982582,2.6502665546496456,18.381312758483492,9.500456064031281,0.799461005173578,7.3616549037442,5.283011269054382
2020-06-18,4.349875201719747,3.0232802010741753,2.5897527415752712,18.36191172457112,8.161313371724319,0.6593775201438589,7.189908059440905,5.188009715072811
2020-06-19,4.530954610954373,3.1402004273513406,2.804242483884981,18.730321052660404,9.417918869769117,0.9110690667703198,7.68824169852434,5.303055315611306
2020-06-20,5.451753318180546,3.814648143978777,3.142029210988361,23.69299520745929,8.16502417100549,0.6978135351453854,7.225294302231224,5.71490254503289
2020-06-21,4.9813041871556845,4.087716872318565,2.4736413184504635,23.511029054999653,5.452043929882967,0.48629557920803046,6.981577654119977,5.358740849828678
2020-06-22,4.725576352566602,3.2304524789166487,2.874075799196638,19.38423287922411,8.959784243955134,0.7672595658633805,7.651329862992897,5.188802000637965
2020-06-23,4.698965826262102,3.092580522024005,3.222221723466001,18.584934293413845,9.38632175592737,0.8782804203861916,7.0443522359771515,5.2677186617921254
2020-06-24,4.438458424235984,3.263809152882925,2.7691060194644304,18.415014077169833,9.927464393587194,0.8035719453575859,7.0188842326104695,4.805250936752301
2020-06-25,4.189525149053432,3.2142041550798037,2.6868933293323414,18.58425079060687,8.541925841331782,0.6589533935943508,6.7913437428708665,4.689618311568737
2020-06-26,4.413219004493858,3.3173131730722387,2.8774021970231796,19.127329464615592,9.744656426219212,0.9056857585477701,7.23590354646614,4.7891229751229405
2020-06-27,5.379455032521084,3.9767575239381263,3.189396487619039,24.246459038705993,8.43184113988201,0.6872517401271441,6.722189404068129,5.190761729555206
2020-06-28,4.956541841241677,4.2338993165961964,2.4939047419219635,24.19893636036145,5.654500141306743,0.470544287877551,6.431615410714397,4.829849157511136
2020-06-29,4.749677321129022,3.3600451484567473,2.8664440226606738,20.18132250631258,9.095175471883879,0.7465131145435604,7.0592193519953526,4.660623269828665
2020-06-30,4.772453083383979,3.2051681469010305,3.1864334288659446,19.46333139490828,9.453764764670053,0.8529293445166208,6.415485233709242,4.745605260728276
2020-07-01,4.561032185140021,3.3592061953610144,2.7054299118988236,19.34493535902213,9.927934092477184,0.7741880542214487,6.359207483909614,4.294330058150715
2020-07-02,4.360059999731259,3.2924330408412574,2.596118343393826,19.534760644581176,8.478243326261161,0.6262696483430622,6.107224225257654,4.194684951408724
2020-07-03,4.629776907094124,3.378579425965592,2.7608182589890826,20.06712677371473,9.621427999864215,0.8705716777805927,6.5339905149095285,4.314542070697431
2020-07-04,5.6393142731237695,4.021422707286217,3.0487663336923947,25.14467364686852,8.255349715435568,0.6506851747007523,6.009276929357898,4.740381669555945
2020-07-05,5.256241652507526,4.262452725417068,2.331427436288779,25.025913983714403,5.432551711938163,0.43358049603468984,5.714508943260018,4.4069285644340574
2020-07-06,5.085077572384925,3.3730752105252484,2.6847109480258804,20.90937723575117,8.836904535303432,0.7102521275991984,6.344609562254833,4.26777260097213
2020-07-07,5.138808092851772,3.2033344758447386,2.988377635171557,20.067445886258113,9.169403696338211,0.8184826410489187,5.709832011721361,4.384744388400625
