,M01AE,N02BE
2020-02-08,4.830240695989327,41.070566421904644
2020-02-09,6.020399996146164,44.216653918119505
2020-02-10,4.509746672772816,44.01850811668269
2020-02-11,3.795292945599529,42.664411468671744
2020-02-12,5.016233577935213,36.66996575759116
2020-02-13,4.6979481614350584,40.151210417208695
2020-02-14,4.579756235079188,35.97621600066716
2020-02-15,4.46558085362363,38.02983480973026
2020-02-16,4.314342457900762,43.304792224499984
2020-02-17,4.788406676909177,41.53306776155784
2020-02-18,4.574906660336672,42.895723342603645
2020-02-19,4.585192319225758,38.93190457036409
2020-02-20,4.477935086088174,39.44110550234551
2020-02-21,4.875322277864773,36.66092177675927
2020-02-22,4.451082091353915,40.98960790471808
2020-02-23,4.945327957873124,43.7848041023946
2020-02-24,4.052473762158606,41.06038577023748
2020-02-25,4.221821125379146,38.41098301857631
2020-02-26,4.301513869014184,36.59716371061076
2020-02-27,4.703343330795949,42.50854641219071
2020-02-28,4.535575946316669,36.71955168733652
2020-02-29,5.350685869457986,39.54338762187956
2020-03-01,4.237916592159113,42.31313236128664
2020-03-02,4.407522943943295,37.01176806132254
2020-03-03,4.851173902509161,37.26275954720959
2020-03-04,4.41017064018778,36.49079807811285
2020-03-05,4.3112465887160845,40.14388854171573
2020-03-06,4.454859489140658,35.39720144109542
2020-03-07,5.105715327614274,35.49903961604891
2020-03-08,5.590183665642949,45.05581791767059
2020-03-09,4.7838415356433215,38.39833805915899
2020-03-10,4.2158115095017905,37.610385795571936
2020-03-11,4.486147408856421,35.357039070450014
2020-03-12,4.448916347541209,34.34239518330295
2020-03-13,4.914127842269433,34.91461668852431
2020-03-14,3.9863161665616333,39.03281368492616
2020-03-15,5.264524210743014,39.41411201528885
2020-03-16,4.51785661563663,40.27705828228801
2020-03-17,4.81138519361312,36.20082971726187
2020-03-18,4.112715700921432,35.236661605591344
2020-03-19,4.977696040364,33.32529387588847
2020-03-20,4.582043985793047,35.88901168681977
2020-03-21,6.517054996432643,36.807501400208444
2020-03-22,4.75367301072697,34.85316982986465
2020-03-23,5.043240409728109,35.24686224364935
2020-03-24,4.403431756034856,36.970191655757176
2020-03-25,4.35436140220086,32.5619766962192
2020-03-26,4.237710625544272,34.68759314671414
2020-03-27,4.122865189962464,35.18203311356914
2020-03-28,4.270042967768537,36.193804181534325
2020-03-29,6.262909608770027,32.78681529928791
2020-03-30,4.612357901373487,31.34736098193015
2020-03-31,4.874608520167123,35.703336614611594
2020-04-01,4.219907949069744,35.928883031360776
2020-04-02,3.9248112038159726,29.604694262254114
2020-04-03,4.222048865464138,33.46690767434579
2020-04-04,4.603878024967401,34.07670525804515
2020-04-05,5.573938991438664,35.04056512968695
2020-04-06,4.3150802196202855,35.51645611879579
2020-04-07,3.9793730207428166,31.307232791852396
2020-04-08,4.530602313328403,32.84619513865599
2020-04-09,5.118495501446745,31.586061712645392
2020-04-10,4.140489685282391,29.78125318653511
2020-04-11,4.653148133983151,30.712321145919493
2020-04-12,4.735324596519917,32.06586758312637
2020-04-13,4.336241047871537,34.25198915657531
2020-04-14,4.44052230151707,32.188604022056666
2020-04-15,4.782515118240029,30.73650997833891
2020-04-16,4.523155638052364,33.895250236786396
2020-04-17,4.470081055677392,31.473666996851502
2020-04-18,4.274887559000282,31.216652644749203
2020-04-19,4.35668336714607,33.74270148571651
2020-04-20,4.346267706084342,33.77365922674719
2020-04-21,4.808394959545482,30.321633128986093
2020-04-22,4.446278608693408,29.376469135152483
2020-04-23,5.1909045613149525,30.03378459979134
2020-04-24,4.883730469013925,29.807939133686492
2020-04-25,5.047134289030068,30.51874881568698
2020-04-26,4.309404554782304,34.20604842765799
2020-04-27,4.263935851389206,32.877344087950625
2020-04-28,4.120457039734335,31.724385612509675
2020-04-29,3.588082899117059,32.0826194594987
2020-04-30,4.264972517233979,31.70261031832988
2020-05-01,4.527145059370312,28.92578650732955
2020-05-02,4.278123370035932,30.76506524646482
2020-05-03,4.188785322198524,32.32063236090249
2020-05-04,4.261002189319183,27.834771716494323
2020-05-05,4.1644522276860405,31.39320642149475
2020-05-06,4.455014552496375,29.655441291312968
2020-05-07,4.001811701431327,31.684053360107978
2020-05-08,5.275501576953086,28.88496893975774
2020-05-09,4.402578148745666,31.412969910842335
2020-05-10,4.341061784908203,30.104658114465167
2020-05-11,4.711642750508296,30.054848399956132
2020-05-12,4.23453746217462,28.582954860810915
2020-05-13,3.679884442447549,28.208681609206828
2020-05-14,4.138230499031653,28.826107070777034
2020-05-15,3.8288994590694556,27.56858086483685
2020-05-16,4.4765449376851745,28.390301954298756
2020-05-17,4.821439356892198,28.695947180447728
2020-05-18,4.536972909075909,29.796265351734363
2020-05-19,4.161136673950108,28.52422470372023
2020-05-20,4.515190423021147,29.989536485811335
2020-05-21,4.0140681160574925,28.81351534356044
2020-05-22,4.117172505765068,27.99462906424826
2020-05-23,4.024129527968727,28.044001353066896
2020-05-24,4.8029783090341445,29.315598394447147
2020-05-25,4.32370164047469,25.243559161331188
2020-05-26,3.977527610230783,27.86596932203556
2020-05-27,4.24132681272141,28.888100473575296
2020-05-28,3.979719944367992,27.157819541275988
2020-05-29,4.202212155973966,27.950406967957207
2020-05-30,4.051491182692266,25.857318186263395
2020-05-31,4.793456709389541,29.63964263124437
2020-06-01,4.279829796783804,25.87770844459112
2020-06-02,3.8394235170876927,26.92269813912692
2020-06-03,4.163915780986555,28.667341461034333
2020-06-04,4.095825066578167,24.95172396549132
2020-06-05,4.532174910156331,26.830796678881796
2020-06-06,5.243915366827514,25.590347839850338
2020-06-07,4.744797852143149,25.075894949371587
2020-06-08,4.0160575723537475,25.37983851706
2020-06-09,3.616118006581761,25.323355032854682
2020-06-10,3.7709241148273263,26.532177325919708
2020-06-11,4.10447160607542,24.28983794902989
2020-06-12,4.2002248604192065,25.1933756898273
2020-06-13,4.03458398837434,25.235509852365166
2020-06-14,5.208812884464214,28.479747093823164
2020-06-15,4.2879432211193755,25.64386515376289
2020-06-16,4.035709079690966,26.597728518302688
2020-06-17,3.8561142263002948,24.69393478617715
2020-06-18,4.023656088069882,23.069100249386135
2020-06-19,4.0846029275701135,24.107722209738636
2020-06-20,4.195299894939885,26.305063690689526
2020-06-21,4.674619122132283,26.544879295799134
2020-06-22,4.206119368650669,26.665038442508582
2020-06-23,3.8311001346924103,25.905076374359513
2020-06-24,4.147636160293536,23.905505853008847
2020-06-25,3.873008257837603,21.482733388074177
2020-06-26,3.5048169156047657,23.067795848949057
2020-06-27,4.136729807890881,25.10336116650661
2020-06-28,5.520911357202272,25.913384078628454
2020-06-29,4.854931778603466,26.214896962715706
2020-06-30,3.8852675869397544,28.335041305828994
2020-07-01,3.9448027027869697,23.62090437679932
2020-07-02,3.6705385871624907,24.476731056191326
2020-07-03,4.034490433381133,25.17900391523102
2020-07-04,3.981313241157196,24.581154908840634
2020-07-05,5.014542617606483,23.31197878140414
2020-07-06,4.034541638006213,24.770281890511953
2020-07-07,4.4289223423049,24.930370370873163
2020-07-08,3.58080054970726,23.413505187980782
2020-07-09,4.021621353295194,24.174257147838322
2020-07-10,4.460063028074733,23.102429164986734
2020-07-11,4.1935728182518845,24.4389369932385
2020-07-12,4.831611340479106,28.857550937180005
2020-07-13,3.9181045341523335,25.658820608263934
2020-07-14,4.154634924507195,23.43954513502736
2020-07-15,4.111194490547603,23.019812540029534
2020-07-16,3.954213304550274,26.98188972272685
2020-07-17,4.255047302827054,23.98918876342939
2020-07-18,4.179610138984693,26.500317027011995
2020-07-19,5.173048703768834,26.258379151038
2020-07-20,4.303833746449156,24.17718935212721
2020-07-21,4.3807357891219665,24.914131418993104
2020-07-22,4.082011557074014,25.125317075686638
2020-07-23,4.000900661228936,26.00501752831858
2020-07-24,4.366340925155956,22.14207547746376
2020-07-25,4.057860959032054,26.789081194627922
2020-07-26,4.36925283788786,25.534908269665813
2020-07-27,3.9774524438247405,26.590417618953293
2020-07-28,4.113627021371312,24.922482057790777
2020-07-29,3.8350168946050216,25.234866736507
2020-07-30,3.954586940593649,23.79612538729159
2020-07-31,3.975380409626475,22.23210299102307
2020-08-01,6.971155168067145,25.05717892812422
2020-08-02,4.946857334344117,28.815431068714222
2020-08-03,4.189943363188477,26.454064234448545
2020-08-04,4.635130094510232,25.33079070724573
2020-08-05,4.163943065628205,25.605569340645506
2020-08-06,3.9735579484318952,23.69305799830795
2020-08-07,4.056975064790156,23.9569918484795
2020-08-08,4.199423269147892,25.386390062170445
2020-08-09,5.241162799088929,26.913013469424534
2020-08-10,4.294484397015799,26.804795878898346
2020-08-11,4.090651740926392,26.2064940670866
2020-08-12,4.499006205770906,29.57427970992561
2020-08-13,3.9438614311144993,23.59822307351284
2020-08-14,4.352477299241127,25.965783945920546
2020-08-15,4.574614968225161,26.255733403218812
2020-08-16,5.928446067092867,28.520403867326923
2020-08-17,4.2054328869443305,25.031077128374864
2020-08-18,4.5435752769194835,25.724683231009823
2020-08-19,4.594625162583455,24.85381457788475
2020-08-20,4.495430972499166,24.149643169310814
2020-08-21,4.178337008840336,24.72047465063085
2020-08-22,4.490655458111605,24.56899340097292
2020-08-23,4.644442065677705,32.51270171826852
2020-08-24,4.151658774017569,28.916602627882998
2020-08-25,4.055349704578805,29.82576861110402
2020-08-26,4.461419407080834,28.182245411002423
2020-08-27,4.015506477040512,28.68057737792005
2020-08-28,4.28334703748804,24.918989897184563
2020-08-29,4.027857196782977,28.1805146182928
2020-08-30,4.304732319768617,32.50556189266298
2020-08-31,4.107148957471072,29.86677874150834
2020-09-01,4.010102542969057,27.340700258388694
2020-09-02,4.071095914227051,32.31760657400517
2020-09-03,4.516924433570809,29.780555358879074
2020-09-04,4.239251587941972,27.51777324162842
2020-09-05,4.421396597487985,30.964889117108896
2020-09-06,4.886726942614694,35.2248796413085
2020-09-07,4.218674147735598,31.425530845705282
2020-09-08,4.05924066723269,37.51841947154525
2020-09-09,5.046369797381747,32.946325294781865
2020-09-10,3.999632916535981,36.32076081523385
2020-09-11,4.129733971515878,35.16132638559127
2020-09-12,4.20007808010849,35.962233912708875
2020-09-13,4.545475627147622,42.32909322857653
2020-09-14,3.7794970708655375,39.95915692391573
2020-09-15,3.765050684118657,40.55589937885573
2020-09-16,4.260852504831435,38.15844373392397
2020-09-17,4.178166758494369,34.481763581021184
2020-09-18,4.682980469506748,35.612950853516395
2020-09-19,4.2056824411028915,42.145836689346396
2020-09-20,6.608739374486492,49.06497574533667
2020-09-21,4.514777983879362,40.9372197864002
2020-09-22,3.8871305325217667,38.83558429886959
2020-09-23,4.185386976653879,40.3089004083375
2020-09-24,3.8002301639030467,37.653919113997105
2020-09-25,4.828465930999686,39.879642848182385
2020-09-26,4.56446652808003,38.40017415908885
2020-09-27,4.483751250591855,48.30521492910222
2020-09-28,4.110264940375731,43.25128044714395
2020-09-29,3.74281640177885,45.63612543330336
2020-09-30,3.971490811271074,41.2638091881844
2020-10-01,3.956622734031426,46.76566840987686
2020-10-02,3.8853373055634384,43.82509628052326
2020-10-03,4.15017693034314,43.205846834689225
2020-10-04,6.633170976988467,51.469888539194606
2020-10-05,4.048723448468325,46.56251760692096
2020-10-06,4.083501381455431,45.737623893070456
2020-10-07,4.180367022848007,44.26746845808674
2020-10-08,4.063405056598274,44.93774263970933
2020-10-09,3.904960805742375,40.50885619097579
2020-10-10,3.9836534508191597,44.703530925600525
2020-10-11,4.959491020237842,50.98132574528033
2020-10-12,4.221871367415931,45.783015973865496
2020-10-13,4.036297687369683,44.148392068655056
2020-10-14,4.097451903476226,42.72449654669456
2020-10-15,3.5788456851405988,36.56765543733571
2020-10-16,4.041376420913156,37.89270688045689
2020-10-17,3.734857253050783,47.43989806513098
2020-10-18,5.190148716736668,51.50422928159382
2020-10-19,4.4741084662409865,43.99004472998383
2020-10-20,3.862351287709319,43.74284502828381
2020-10-21,4.15085095352273,44.84859495371859
2020-10-22,4.105291457800025,45.03250551688467
2020-10-23,4.159303768153257,37.743478670917696
2020-10-24,4.084244450758729,42.953013514840904
2020-10-25,5.938404147473559,48.706845299023335
2020-10-26,4.2391345397748825,54.033179654418284
2020-10-27,3.7833821031916925,41.688814814364775
2020-10-28,3.719422800312431,42.13220131383906
2020-10-29,3.3240404167525304,38.75859468094675
2020-10-30,4.2627027831434505,39.56927757685618
2020-10-31,4.222939160272892,41.40925090218273
2020-11-01,4.31969254157115,46.2750619227219
2020-11-02,4.380021929484756,42.06888126900549
2020-11-03,3.869982452457909,42.614725743762946
2020-11-04,3.7291599960581006,41.66199383980727
2020-11-05,4.2442301699901055,43.063441338181384
2020-11-06,4.750529318484449,38.730442823649696
2020-11-07,5.003484933421593,45.17115681430728
2020-11-08,5.1927485078404345,48.54199101964409
2020-11-09,4.120949926012915,37.86132913327383
2020-11-10,3.8921375412073687,39.40882915178669
2020-11-11,4.543056242160312,37.21760580763292
2020-11-12,3.9386331568253783,38.070407518329326
2020-11-13,4.1533034423896105,40.27659761946199
2020-11-14,4.568676601017265,43.79678892741017
2020-11-15,5.724573636395921,53.84514329437192
2020-11-16,4.002383736361083,42.31490099989186
2020-11-17,4.236252582553713,41.47917149136013
2020-11-18,4.411084249407643,40.434829044063875
2020-11-19,4.067989130801543,42.795413130505324
2020-11-20,4.766494888001863,66.00122410087725
2020-11-21,4.3041764006952,48.99003323844088
2020-11-22,5.357350985333797,48.010219377843576
2020-11-23,3.8572167222803975,42.14493381053959
2020-11-24,4.119973266061004,39.955681199484765
2020-11-25,4.0350782134298315,40.11119663913751
2020-11-26,4.25360061508151,40.46865645970462
2020-11-27,3.90910799658269,36.89928508648451
2020-11-28,4.81795154287065,40.92074382689414
2020-11-29,4.9238144874026935,45.74300957505293
2020-11-30,4.130556380161244,40.03410512896029
2020-12-01,4.098014429146723,38.857023278643695
2020-12-02,3.6821582348811575,42.245304402704846
2020-12-03,4.626640296929811,39.413800855005825
2020-12-04,4.026367703369735,43.82233829431254
2020-12-05,3.1289811300962542,44.415285630301135
2020-12-06,4.665786442196301,50.203536335196794
2020-12-07,3.9429418326793964,43.569971418932276
2020-12-08,4.102376995661979,44.11205706064753
2020-12-09,4.238659370491128,39.19401516379891
2020-12-10,4.1588651676616415,39.31834862794795
2020-12-11,4.035794189237197,35.988233213197496
2020-12-12,3.7316659073798992,43.56733076729483
2020-12-13,4.679089532752693,49.61350833938869
2020-12-14,3.867079783035855,42.57841077899697
2020-12-15,4.166443565535991,38.99519930424453
2020-12-16,4.079687814160899,42.90236365478344
2020-12-17,4.099317732595365,39.400084137051586
2020-12-18,4.040593298975291,39.65169757071517
2020-12-19,4.437610043904557,39.111276832718964
2020-12-20,4.809921765419179,46.90236023784975
2020-12-21,5.4463609798398345,42.61447560975003
2020-12-22,3.8225269065513934,42.06128485482062
2020-12-23,5.33891938651005,43.47059876262922
2020-12-24,4.485875836766704,39.105380569782504
2020-12-25,3.9190312907536,38.711440393576865
2020-12-26,4.102582567084957,41.392919484179586
2020-12-27,6.004032540149799,48.75174563079205
2020-12-28,4.3097418548835735,43.96988828040049
2020-12-29,3.6867938863426706,42.15962738704962
2020-12-30,3.9906480978605794,42.14881048291059
2020-12-31,4.375677039510681,43.273586275297454
2021-01-01,4.813809302528809,43.58710812790532
2021-01-02,4.461013420149629,49.39573364620124
2021-01-03,6.538859612744623,47.935865827202505
2021-01-04,5.069308484843295,48.23536543012177
2021-01-05,4.37404631854252,47.47400716439298
2021-01-06,4.29533109051734,42.191831478638754
2021-01-07,3.9337358687698627,41.753337926042356
2021-01-08,4.302974857523067,45.440009693369156
2021-01-09,4.40664603934312,46.30708022787505
2021-01-10,5.156743742276125,46.94665064493527
2021-01-11,4.328164718146344,44.14652954644414
2021-01-12,4.076710148687111,38.55435501373364
2021-01-13,3.814472210149964,39.36968086733486
2021-01-14,4.270794435624813,50.24736353218948
2021-01-15,4.704980311892858,49.530140921227975
2021-01-16,4.962173500253702,45.56708608215171
2021-01-17,5.229914201311465,49.80368090781692
2021-01-18,4.197762724478715,39.803967669207395
2021-01-19,4.525395481327292,39.72747479602706
2021-01-20,3.915626063258043,41.44968746259803
2021-01-21,4.216911405937723,42.9270135795585
2021-01-22,3.973613659924452,38.08822396747677
2021-01-23,4.291454359214725,40.754705354799206
2021-01-24,5.313903694923765,43.07245216750768
2021-01-25,4.157626140996111,34.26849753292515
2021-01-26,3.9434597693665427,35.558182841405305
2021-01-27,4.308889450723459,35.512034156169754
2021-01-28,3.9309479980261264,32.04136549981602
2021-01-29,4.421117686000689,36.6495328799168
2021-01-30,4.252933366989676,36.41790485174981
2021-01-31,5.041136462305009,40.02680096410039
2021-02-01,3.749767937171973,32.411405283296176
2021-02-02,4.399133472236417,34.83810072764856
2021-02-03,3.9630949975210985,29.591022009456115
2021-02-04,4.753394410728704,32.932464181050825
2021-02-05,3.9260443644293748,33.91229607992608
2021-02-06,4.627630609557263,36.86730398592439
2021-02-07,4.658258018869589,34.87141697334207
2021-02-08,4.0493223478132325,30.664820629577395
2021-02-09,4.1983959546151715,26.744867643270133
2021-02-10,4.046480111152714,26.487884394827844
2021-02-11,4.0101787560029045,27.395837369428587
2021-02-12,4.222394282235946,28.546208085628475
2021-02-13,4.137477074211639,26.76691921633613
2021-02-14,5.989592837932958,26.978953448061755
2021-02-15,4.146099154775843,25.555330859819925
2021-02-16,3.95138240388003,24.803495482180352
2021-02-17,4.238907887843038,25.313042914285877
2021-02-18,3.9761375942712243,20.651884209575215
2021-02-19,4.2429631521000095,24.604223075154
2021-02-20,4.413274193117218,24.979429319689764
2021-02-21,4.835918569350943,30.486157073386483
2021-02-22,3.8723521272440045,25.758674882114594
2021-02-23,4.258881493404952,24.277818015925597
2021-02-24,3.9389438676829402,23.65574435240392
2021-02-25,3.9512944061175146,25.527190760824485
2021-02-26,4.5948646646350495,21.858656891139717
2021-02-27,5.281015787974618,23.21705643545862
2021-02-28,4.464751304989561,27.367005711408794
2021-03-01,4.154122174323985,25.248967461896555
2021-03-02,4.18658437204971,22.72493943874555
2021-03-03,4.722863041479731,22.950244076191108
2021-03-04,4.265596859768688,24.869231930759785
2021-03-05,4.121159459122859,22.631402393157547
2021-03-06,3.4077586869514165,20.51898481111219
2021-03-07,4.66224102549671,24.093310800326414
2021-03-08,4.130602715503355,22.813033836931854
2021-03-09,3.8961846324241654,21.981989877967344
2021-03-10,3.829125970014777,21.122517175875252
2021-03-11,3.977768774222717,22.294273189326393
2021-03-12,4.11958831373948,22.525612164989287
2021-03-13,4.7190035780971,20.979939434703443
2021-03-14,4.318656972798734,24.48241941598575
2021-03-15,4.028653100879093,23.022300051966646
2021-03-16,4.232277206934243,22.808616334068535
2021-03-17,3.7923192787540283,22.673629456848364
2021-03-18,3.7690156912646153,20.185441283229952
2021-03-19,4.146457609742085,20.444360417526138
2021-03-20,5.002248908075424,23.685740112193926
2021-03-21,4.541646494800519,20.924793451602202
2021-03-22,3.797388902347816,21.094454161589024
2021-03-23,3.928016005588342,22.56112541788264
2021-03-24,4.05936587964952,22.01563854004904
2021-03-25,3.6906969982105253,21.96030769891329
2021-03-26,4.1541687181101645,20.508738116380695
2021-03-27,4.075309033280916,22.58401734961728
2021-03-28,4.19976611870912,24.512591373289204
2021-03-29,3.603292007954517,23.04126150143772
2021-03-30,3.4344013311484956,22.38183931271191
2021-03-31,3.5025860899274903,20.36390389411196
2021-04-01,3.9562155441961133,19.467648106573645
2021-04-02,3.617561104415501,20.798023041784713
2021-04-03,4.455887781227329,21.066749971624045
2021-04-04,4.610607417869522,22.02936553145766
2021-04-05,3.3539400806546995,21.91821713806972
2021-04-06,4.414866039971287,20.445121594144453
2021-04-07,4.581886297479757,20.848570803690546
2021-04-08,3.698447180969574,21.14771613618402
2021-04-09,3.4931316682527083,19.367678796697714
2021-04-10,4.277657754327287,20.445587095708063
2021-04-11,4.599941798419841,21.156739363141547
2021-04-12,3.5276755929187877,19.619553744447035
2021-04-13,3.870153901527592,21.395701799487078
2021-04-14,3.94382550128798,17.26647826605331
2021-04-15,3.6900074673860073,19.494854412979528
2021-04-16,3.7718907669243658,19.57903792549055
2021-04-17,4.418129370322424,20.991438907691876
2021-04-18,4.4706390916461185,22.394726929232455
2021-04-19,3.764844593620132,18.91594503671703
2021-04-20,3.570816774585157,22.606074731528818
2021-04-21,3.670105854251202,19.44267356942098
2021-04-22,3.8572896735630002,19.20542043103277
2021-04-23,4.077520008592441,17.863119609645185
2021-04-24,4.2949303803507535,19.797968354022487
2021-04-25,4.905879981202898,21.848030765081436
2021-04-26,3.722094679075898,19.28498762122063
2021-04-27,3.6965357172508364,19.608545983906915
2021-04-28,3.778691032084726,19.700916463826335
2021-04-29,3.6828889231129227,18.499869474983697
2021-04-30,3.834673250887223,19.424260681612722
2021-05-01,4.176440727152892,18.23386399195108
2021-05-02,4.356667197939982,22.591761645891605
2021-05-03,3.6717724077246596,20.288413984349948
2021-05-04,3.6111636841272228,18.696453554241206
2021-05-05,3.5569362270277605,18.625071607042866
2021-05-06,3.8296926173686168,21.32982785862205
2021-05-07,3.771374278009376,21.513311252656187
2021-05-08,4.455173804230612,18.980510240764932
2021-05-09,4.218232345790538,22.07509260726252
2021-05-10,3.492712285494638,18.876075523821317
2021-05-11,3.8294334280910145,19.31767710385096
2021-05-12,3.528052951809437,16.392146872158115
2021-05-13,3.812429565158408,18.64836815084564
2021-05-14,3.7878975169942257,18.13193728995572
2021-05-15,4.069344803676328,19.67925096383793
2021-05-16,4.1219635843838445,18.583249253037543
2021-05-17,3.7849932292420463,19.578263250047183
2021-05-18,3.885052579887201,18.303812224935673
2021-05-19,3.6673835643882198,17.837235419240745
2021-05-20,3.683509113463194,16.714469313595036
2021-05-21,3.578417218201408,18.66904608757004
2021-05-22,4.230311512729764,19.76707906199469
2021-05-23,4.673079837125311,21.03494034280739
2021-05-24,3.782645782426181,18.621966243005815
2021-05-25,3.471299498121766,19.321074927994236
2021-05-26,3.762649977248959,17.847690740604705
2021-05-27,3.7083141591572133,16.71650324052891
2021-05-28,3.554513557588375,16.837307044039527
2021-05-29,3.888239098918428,19.53227496478727
2021-05-30,4.1163849906390935,20.045868268065355
2021-05-31,3.543868591238613,18.904341287912164
2021-06-01,3.500461006560547,17.588128350653395
